sample_id,study_id,timepoint,arm,Prevotella,Bifidobacterium,Lactobacillus,Clostridium,Faecalibacterium,Lachnospiraceae_unclassified,Ruminococcus,Dorea,Blautia,Roseburia,Eubacterium,Firmicutes_unclassified,Succinatimonas,Dialister,Coprococcus,Streptococcus,Escherichia,Collinsella,Bacteroides,Megasphaera
ST-30153-PW,PW:1762,19wk,Arm A,51.0259,1.86832,0.32855,8.47677,2.95162,3.70055,1.59108,2.83934,0.95739,3.97045,3.1062,0.8881,3.88735,2.32322,1.04206,0.06466,0.0,0.31543,1.21152,0.17791
ST-30157-PW,PW:1643,32wk,Arm A,22.22114,11.76482,12.92938,0.99555,4.03695,18.30179,0.3401,2.45333,3.53415,6.85306,1.42857,0.02868,4.98686,1.32929,0.48783,0.01191,0.2624,1.92596,0.09087,1.97895
ST-30159-PW,PW:1873,19wk,Arm C,25.2784,34.51481,0.94017,2.14398,1.77718,0.07661,7.02717,2.85301,0.82111,0.91249,1.54777,6.68035,0.0,1.49982,0.19711,0.01651,0.13536,1.24349,0.99538,5.40131
ST-30160-PW,PW:1786,32wk,Arm C,57.41853,2.20624,9.86167,2.73668,3.89551,2.98236,1.19892,1.83313,0.47713,5.5331,1.77208,0.04158,0.0,1.41923,0.88735,0.14753,0.00175,0.77327,0.01222,0.0
ST-30161-PW,PW:1723,32wk,Arm C,49.69231,3.05619,9.81038,11.31112,1.61714,2.80933,0.31846,2.29504,1.6244,0.41823,0.6754,0.0,0.3231,0.56777,0.20518,1.48757,1.2464,0.62259,0.02635,0.48617
ST-30162-PW,PW:1650,32wk,Arm A,46.32933,1.13743,6.35027,0.49784,0.45283,0.36598,0.17273,0.67168,0.28001,1.46013,0.16513,0.0,9.15547,1.89907,0.02135,22.40707,2.40767,0.1015,0.03484,0.76129
ST-30163-PW,PW:1708,32wk,Arm A,9.0558,39.6715,13.13918,0.86535,8.00748,3.4428,3.11848,1.84551,1.8408,6.54978,2.70571,0.71385,0.0,0.0,1.14019,0.79949,0.60656,0.24608,1.94152,0.0
ST-30164-PW,PW:1641,32wk,Arm C,54.15229,11.48923,8.67545,0.04779,2.00035,2.58209,1.85995,0.63755,1.92112,0.5264,1.37929,0.10721,0.0,0.60867,0.19793,1.78178,1.42423,5.93309,0.0,0.76052
ST-30165-PW,PW:1749,32wk,Arm B,23.87188,19.66558,1.21856,0.97285,4.61698,0.97486,1.57803,1.83295,7.9902,3.01117,3.37307,1.41806,9.99618,3.07702,2.34953,0.90446,0.17621,1.18109,2.1653,0.23017
ST-30166-PW,PW:1658,32wk,Arm B,62.21286,4.5007,0.2774,0.24342,2.68917,0.26445,0.0,1.82487,0.16687,0.50964,0.21492,0.0,10.134,1.61019,0.0,0.26434,0.65836,0.62581,0.06953,1.15162
ST-30169-PW,PW:1651,32wk,Arm D,49.72095,11.96357,14.15747,1.53059,1.28709,2.70837,0.30895,1.83316,2.32498,0.89798,0.37195,0.0,2.65026,0.9318,0.24203,0.82674,1.51496,0.93131,0.0,1.10439
ST-30171-PW,PW:1640,32wk,Arm D,79.63398,8.03206,0.0,0.15938,2.75594,0.03218,0.0,0.6671,0.21979,0.0,0.21747,0.45082,0.70266,3.06395,0.25638,0.0,0.09674,0.22767,0.13249,0.04965
ST-30172-PW,PW:1763,32wk,Arm B,7.79905,4.22849,1.21619,8.38207,13.8174,0.84243,10.90702,7.08306,6.82605,1.60531,6.03771,1.9873,1.70878,4.7373,4.25886,0.14005,0.29956,1.29066,0.0222,1.1685
ST-30173-PW,PW:1716,32wk,Arm B,42.98252,28.17707,15.13496,1.11364,1.89955,1.39155,0.11232,0.22424,0.50837,0.39608,0.23639,0.28951,1.0332,1.20249,0.02378,0.3373,0.1426,0.59713,0.1052,1.97077
ST-30174-PW,PW:1717,32wk,Arm D,16.28741,7.31766,1.70127,3.56867,11.66931,0.73526,1.98019,2.77145,6.3178,2.16023,3.71659,7.05078,1.20847,5.19122,2.81307,1.12282,1.49287,2.72959,1.01953,2.94293
ST-30175-PW,PW:1725,32wk,Arm B,56.93707,9.99123,0.24565,0.81677,5.3649,1.80666,1.31347,3.48258,2.92594,1.62136,2.0114,0.92547,0.6228,1.13932,1.12976,0.17534,0.0627,0.82494,1.07692,0.0
ST-30176-PW,PW:1740,19wk,Arm B,11.99478,3.4419,0.26339,0.05626,0.55387,0.03756,0.0,0.56463,1.3978,1.02297,0.34015,0.0,0.0,0.0,0.13092,0.8627,1.08619,0.58575,0.0,0.0
ST-30177-PW,PW:1823,32wk,Arm A,25.71944,0.98027,0.07879,5.21054,4.5684,4.5557,0.75886,3.74475,1.65518,3.61977,1.12063,0.50402,1.69255,2.3567,0.69178,0.48626,4.15848,0.41984,0.77545,0.4186
ST-30179-PW,PW:1683,32wk,Arm C,10.71237,20.11252,0.0,5.56929,12.82594,0.56638,7.97031,3.20371,1.07495,2.40241,0.99951,8.99718,0.0,5.82513,0.49927,0.0,0.52751,5.89034,0.24696,1.52361
ST-30180-PW,PW:1777,32wk,Arm A,6.6954,2.12042,8.2613,1.91635,5.71248,0.43654,1.09502,2.30415,1.39347,1.58365,0.93858,2.71864,6.68944,0.00132,0.25087,12.40224,9.225,0.18119,0.65091,0.01868
ST-30181-PW,PW:1756,32wk,Arm B,15.17795,2.09075,0.0,2.17682,5.81806,16.33371,8.79442,1.66394,8.71398,5.344,4.35481,0.77995,0.47073,1.12039,5.63186,0.13678,4.74321,0.45557,0.2271,0.0
ST-30182-PW,PW:1726,19wk,Arm C,13.14031,3.63675,3.97888,13.12142,4.37069,0.95077,5.32423,7.31554,4.15752,2.62864,7.0704,4.9768,0.0,2.65866,7.54015,0.0244,0.13671,1.50694,1.6936,0.0
ST-30183-PW,PW:1735,19wk,Arm C,43.65668,7.30617,0.09248,14.12331,6.87338,0.00204,2.16698,3.1212,1.0595,0.85774,0.50998,6.3242,0.00536,1.02635,0.16015,0.12162,0.25277,0.56914,0.96662,1.31683
ST-30184-PW,PW:1744,32wk,Arm C,8.44417,22.33158,0.04491,7.17261,1.80357,2.53741,12.7755,4.83859,2.94967,2.53387,9.82217,9.12977,0.0,0.13931,1.13699,0.12502,0.30975,0.96368,1.59045,3.02429
ST-30185-PW,PW:1906,19wk,Arm D,0.00137,15.96097,8.93847,2.86953,3.84564,14.89266,15.91844,1.92355,6.13039,6.01305,2.38878,1.14389,0.0,1.2675,2.02208,1.05528,0.29928,1.21531,2.03324,0.14252
ST-30186-PW,PW:1909,32wk,Arm A,2.5527,34.86046,11.24204,4.70447,3.55526,0.722,7.03002,5.21485,3.19975,2.85289,2.68209,4.49969,1.03081,1.30987,0.93777,0.03369,1.57032,1.65903,0.53767,1.38078
ST-30187-PW,PW:1790,19wk,Arm C,42.85329,15.23899,6.69308,0.48618,3.16156,6.43345,1.05618,4.71984,1.47591,2.36719,2.91961,0.24631,0.0,1.66291,2.95089,0.1759,0.16127,1.85922,0.2161,1.62858
ST-30188-PW,PW:1855,32wk,Arm A,0.54396,9.55344,10.02674,5.1211,6.75631,0.06058,9.51032,5.15058,1.91807,0.02301,0.0342,2.49517,0.0,0.00427,0.32328,0.73189,0.4947,1.08827,30.67942,0.55951
ST-30189-PW,PW:1771,32wk,Arm A,47.56896,8.13278,6.03701,3.97491,1.74899,10.86461,0.3411,2.94111,1.39717,3.43397,1.96716,0.0,0.0,0.60196,1.10678,0.82044,0.06326,0.58576,0.0,0.0
ST-30190-PW,PW:1779,32wk,Arm B,14.32701,53.69143,0.64558,2.65188,3.18681,6.4908,0.73787,4.40324,2.32156,1.42432,0.80692,0.46395,0.01869,1.59275,1.13977,0.0885,0.02709,0.94653,0.16932,0.72146
ST-30191-PW,PW:1849,32wk,Arm A,24.4804,17.09893,3.10615,19.72173,4.34526,1.15544,0.74051,2.11952,1.96019,3.36514,2.29603,0.83749,0.017,1.26921,0.94803,0.10557,2.08593,1.07635,1.44862,0.00036
ST-30192-PW,PW:1764,32wk,Arm A,26.54936,1.58305,2.78567,23.02217,3.38051,4.07403,0.02672,1.49422,2.65895,5.87091,4.55766,0.1297,16.35382,2.67892,0.50007,0.0909,0.06663,0.56196,0.20188,0.07787
ST-30193-PW,PW:1770,32wk,Arm C,24.58099,29.76511,6.65403,1.45321,3.05496,0.13638,6.96679,6.50958,2.10173,2.37399,2.77577,0.46671,0.0,0.0,1.29335,0.09457,0.53353,0.60092,0.41608,0.0
ST-30194-PW,PW:1804,32wk,Arm D,13.2969,10.52307,2.54189,11.17255,6.01825,7.36056,2.91144,3.40903,2.09877,2.92499,2.14799,9.95448,1.41386,3.01762,1.91185,0.11679,2.83608,0.53951,1.35126,1.7823
ST-30195-PW,PW:1808,32wk,Arm B,1.33865,17.0327,1.2523,14.88584,1.91672,0.34757,19.42268,3.75076,0.99401,0.4673,2.48761,5.5628,0.12899,1.21747,1.76797,0.03796,0.701,0.73882,1.90765,1.26623
ST-30196-PW,PW:1801,32wk,Arm B,32.3165,9.12946,6.71925,21.3663,2.07223,1.09243,0.96034,2.7737,1.64309,3.94815,2.17501,0.29657,0.0587,1.6035,0.68679,0.46866,0.44506,0.63021,0.72955,4.31458
ST-30197-PW,PW:1893,19wk,Arm A,42.42483,0.18478,0.0,1.25817,3.22073,3.99656,2.40013,0.53435,3.87882,4.1541,4.38681,0.18584,0.0,0.50376,3.43746,0.50912,12.96218,0.89164,2.14164,0.0
ST-30198-PW,PW:1788,32wk,Arm A,21.94142,5.7214,0.33374,7.30599,7.32854,3.49697,2.02609,3.87189,2.74931,2.14343,0.51153,3.85364,2.76982,0.00382,0.73715,2.23066,12.55011,0.14105,0.75946,2.53471
ST-30199-PW,PW:1876,32wk,Arm A,7.73964,14.27902,0.05887,13.43487,2.83634,1.81216,8.76129,3.82299,1.62478,2.17347,5.68029,3.82066,15.91356,1.25908,2.4595,0.13867,0.01034,0.47795,3.85744,0.10904
ST-30200-PW,PW:1809,19wk,Arm A,65.75034,4.65944,0.15768,0.29518,1.57923,0.06079,0.13075,1.64881,3.27594,2.46878,0.09066,0.00965,2.30546,2.25273,0.21947,0.73147,6.16488,0.34851,0.0793,0.1538
ST-30201-PW,PW:1907,19wk,Arm B,36.97336,1.09327,0.07309,10.15969,6.39402,1.29441,6.60857,4.6986,4.84109,4.12508,4.77599,4.14542,0.0,0.53009,2.01969,1.63189,0.0,2.46743,0.59506,0.0
ST-30202-PW,PW:1904,32wk,Arm B,6.81865,34.87749,6.11602,2.23361,4.9843,5.17558,3.10907,3.59271,5.27282,2.10498,2.5795,1.86966,0.01648,3.03774,0.58424,0.04586,1.73304,0.6625,5.10573,0.89577
ST-30203-PW,PW:1852,32wk,Arm A,9.72361,8.02453,2.77492,7.9945,6.49981,2.93436,9.77903,2.96234,2.1907,5.5346,9.11093,1.40046,0.0,0.25612,1.28459,4.88401,0.8308,1.10534,10.0766,0.18984
ST-30204-PW,PW:1822,32wk,Arm B,16.76445,16.34568,0.0,15.43352,1.67956,0.24382,5.11164,3.35896,3.40528,0.84746,1.70666,6.4302,0.0,0.09426,1.09298,0.3116,0.61881,0.38332,0.97939,0.07643
ST-30205-PW,PW:1874,19wk,Arm B,40.56457,1.26583,0.31579,6.90295,2.63015,4.54755,0.08691,2.73793,8.39084,4.9403,0.52343,0.43462,0.10781,0.89489,1.4141,0.66319,0.71828,0.64177,0.20573,0.00885
ST-30206-PW,PW:1902,32wk,Arm A,23.36643,15.25538,3.29204,10.34954,1.67644,0.15547,16.10557,2.77922,1.94804,2.08756,2.16274,2.40422,6.40317,1.42304,0.35014,0.22714,0.1547,1.04987,0.84237,0.80575
ST-30207-PW,PW:1890,32wk,Arm A,65.62712,1.78027,3.40644,0.68074,0.781,0.58237,0.28392,0.96356,0.43491,1.32099,0.31695,0.17276,11.98047,1.28591,0.28187,4.84658,0.78233,0.45366,0.62445,0.21025
ST-30208-PW,PW:1899,32wk,Arm A,30.81313,1.99648,0.87892,3.19435,4.33633,5.6615,2.20914,7.23549,2.22628,17.83117,2.33857,0.62574,0.22435,2.81396,3.39272,0.91578,2.97664,0.39267,1.2428,1.19568
