iso3,year,anaemia_children_pct,anaemia_children_pct_year,anaemia_pregnant_women_pct,anaemia_pregnant_women_pct_year,anaemia_women_repro_pct,anaemia_women_repro_pct_year,stunting_pct_who,stunting_pct_who_year,wasting_pct,wasting_pct_year,tb_incidence_per100k,tb_incidence_per100k_year,hiv_prevalence_pct,hiv_prevalence_pct_year,malaria_incidence_per1000,malaria_incidence_per1000_year,low_birthweight_pct,low_birthweight_pct_year,preterm_birth_rate_pct,preterm_birth_rate_pct_year,anc4_coverage_pct,anc4_coverage_pct_year,mcv1_coverage_pct,mcv1_coverage_pct_year,mcv2_coverage_pct,mcv2_coverage_pct_year,dtp3_coverage_pct,dtp3_coverage_pct_year,pcv3_coverage_pct,pcv3_coverage_pct_year,rotac_coverage_pct,rotac_coverage_pct_year,ors_coverage_pct,ors_coverage_pct_year,measles_reported_cases,measles_reported_cases_year,u5_mortality_per1000,u5_mortality_per1000_year,neonatal_mortality_per1000,neonatal_mortality_per1000_year,maternal_mortality_per100k,maternal_mortality_per100k_year,hci_score,hci_score_year,hci_learning_years,hci_learning_years_year,gdp_per_capita_ppp,gdp_per_capita_ppp_year,severe_food_insecurity_pct,severe_food_insecurity_pct_year,food_insecurity_mod_sev_pct,food_insecurity_mod_sev_pct_year,stunting_pct,stunting_pct_year,underweight_pct,underweight_pct_year,vitamin_a_deficiency_pct,vitamin_a_deficiency_pct_year,zinc_deficiency_pct,zinc_deficiency_pct_year,iron_deficiency_pct,iron_deficiency_pct_year,iodine_deficiency_pct,iodine_deficiency_pct_year,wheat_flour_legislation,maize_flour_legislation,lsff_any_mandatory,lsff_any_program,lsff_coverage_proxy_pct,who_region,who_region_code,country_name,region,income_level,folate_deficiency_pct,iron_intake_mg_per_day,iron_intake_inadequate_pct,folate_intake_ug_per_day,folate_intake_inadequate_pct,vita_intake_ug_per_day,vita_intake_inadequate_pct,mdd_w_pct,mdd_c_pct,iron_deficiency_pct_source,vitamin_a_deficiency_pct_source
GMB,2023,52.3,2019.0,55.1,2019.0,54.1,2023.0,14.4,2023.0,5.1,2020.0,142.0,2023.0,1.4,2023.0,87.50650983,2023.0,13.2,2020.0,,,78.5,2020.0,80.0,2023.0,73.0,2023.0,84.0,2023.0,80.0,2023.0,83.0,2023.0,59.2,2013.0,38.0,2023.0,43.8,2023.0,23.5,2023.0,354.0,2023.0,0.421570628881455,2020.0,5.37541961669922,2020.0,2963.59873325179,2023.0,21.7,2023.0,54.8,2023.0,17.5,2020.0,11.6,2020.0,,,34.9,2005.0,,,,,mandatory,mandatory,True,True,75.0,Africa,AFR,"Gambia, The",Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
HTI,2023,60.1,2019.0,48.7,2019.0,45.9,2023.0,22.8,2023.0,5.0,2023.0,185.0,2023.0,1.7,2023.0,2.291411707,2023.0,,,,,66.6,2017.0,72.0,2023.0,51.0,2023.0,54.0,2023.0,47.0,2023.0,40.0,2023.0,50.6,2017.0,0.0,2022.0,54.4,2023.0,23.1,2023.0,328.0,2023.0,0.446564912796021,2020.0,6.14986038208008,2020.0,2965.94622340134,2023.0,45.4,2023.0,83.2,2023.0,22.0,2023.0,10.7,2023.0,0.07776557374187,2021.0,34.9,2005.0,9.80068237543169,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Haiti,Latin America & Caribbean ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BWA,2023,43.3,2019.0,31.4,2019.0,31.4,2023.0,18.8,2023.0,7.3,2007.0,175.0,2023.0,16.6,2023.0,0.471310279,2023.0,16.8,2020.0,10.77982,2020.0,73.3,2007.0,97.0,2023.0,79.0,2023.0,95.0,2023.0,86.0,2023.0,52.0,2023.0,42.9,2007.0,63.0,2023.0,34.6,2023.0,18.1,2023.0,155.0,2023.0,0.414028495550156,2020.0,5.0830454826355,2020.0,18932.4802712334,2023.0,26.1,2023.0,53.9,2023.0,,,,,21.85666147592436,2021.0,30.6,2005.0,37.27967099127959,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Botswana,Sub-Saharan Africa ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GUY,2023,29.3,2019.0,33.0,2019.0,31.9,2023.0,6.6,2023.0,6.5,2019.0,66.0,2023.0,1.6,2023.0,42.66336541,2023.0,17.2,2020.0,11.54616,2020.0,95.0,2022.0,98.0,2023.0,99.0,2023.0,98.0,2023.0,98.0,2023.0,99.0,2023.0,42.5,2014.0,0.0,2023.0,26.0,2023.0,15.8,2023.0,75.0,2023.0,0.495226472616196,2020.0,6.76324939727783,2020.0,49312.3603225444,2023.0,4.7,2023.0,25.5,2023.0,9.5,2019.0,9.4,2019.0,,,13.2,2005.0,,,,,,,,,,Americas,AMR,Guyana,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
HKG,2023,,,,,,,,,,,67.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,4.0,2023.0,,,,,,,0.812756538391113,2020.0,11.8867826461792,2020.0,64434.5576690871,2023.0,,,,,,,,,,,22.7,2005.0,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
HND,2023,26.2,2019.0,21.7,2019.0,18.5,2023.0,19.6,2023.0,1.9,2019.0,38.0,2023.0,0.2,2023.0,0.268509805,2023.0,13.1,2020.0,,,88.3,2019.0,77.0,2023.0,74.0,2023.0,73.0,2023.0,73.0,2023.0,73.0,2023.0,59.7,2012.0,0.0,2021.0,15.5,2023.0,8.7,2023.0,47.0,2023.0,0.481023132801056,2020.0,6.1338038444519,2020.0,6467.8800352783,2023.0,15.4,2023.0,41.3,2023.0,18.7,2019.0,7.1,2019.0,0.15945013254003,2021.0,22.5,2005.0,20.0037523818713,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Honduras,Latin America & Caribbean ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
HRV,2023,20.2,2019.0,23.2,2019.0,23.3,2023.0,,,,,8.4,2023.0,0.1,2023.0,,,5.0,2020.0,6.45346,2020.0,98.2,2023.0,90.0,2023.0,90.0,2023.0,93.0,2023.0,90.0,2023.0,0.0,2023.0,,,3.0,2023.0,5.1,2023.0,2.8,2023.0,3.0,2023.0,0.709693968296051,2020.0,10.4461622238159,2020.0,41320.2032633085,2023.0,1.0,2023.0,6.0,2023.0,,,,,5.95069045248292,2021.0,12.4,2005.0,22.1254626873891,2021.0,,,,,,,,Europe,EUR,Croatia,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GAB,2023,57.9,2019.0,52.5,2019.0,54.8,2023.0,13.8,2023.0,3.4,2020.0,380.0,2023.0,2.9,2023.0,191.3028395,2023.0,14.6,2020.0,6.84796,2020.0,77.8,2021.0,66.0,2023.0,0.0,2023.0,70.0,2023.0,0.0,2023.0,0.0,2023.0,26.1,2012.0,1167.0,2023.0,33.8,2023.0,16.9,2023.0,233.0,2023.0,0.457612454891205,2020.0,6.02492713928223,2020.0,18701.4227766897,2023.0,,,,,14.4,2020.0,5.4,2020.0,1.44974850108345,2021.0,13.2,2005.0,19.115673040345,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Gabon,Sub-Saharan Africa ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LBR,2023,72.3,2019.0,49.7,2019.0,49.2,2023.0,24.0,2023.0,3.4,2019.0,215.0,2023.0,1.0,2023.0,179.3212163,2023.0,19.9,2020.0,,,83.8,2022.0,82.0,2023.0,60.0,2023.0,83.0,2023.0,80.0,2023.0,82.0,2023.0,60.4,2013.0,4604.0,2023.0,87.3,2023.0,33.1,2023.0,628.0,2023.0,0.319014221429825,2020.0,2.20650243759155,2020.0,1616.92373356695,2023.0,37.1,2023.0,80.8,2023.0,29.8,2019.0,10.9,2019.0,3.2849133884031803,2021.0,35.2,2005.0,21.865925319360592,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Liberia,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
VCT,2023,20.3,2019.0,21.4,2019.0,24.7,2023.0,,,,,3.9,2023.0,,,,,,,,,99.5,2009.0,90.0,2023.0,92.0,2023.0,94.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2022.0,11.8,2023.0,9.3,2023.0,56.0,2023.0,0.533341825008392,2020.0,7.71073007583618,2020.0,17858.2446468702,2023.0,10.3,2019.0,33.3,2019.0,,,,,3.55160767128364,2021.0,10.9,2005.0,27.49936364120733,2021.0,,,,,,,,Americas,AMR,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LBN,2023,22.8,2019.0,27.7,2019.0,34.0,2023.0,10.0,2023.0,1.3,2023.0,12.0,2023.0,0.1,2023.0,,,12.6,2020.0,8.74408,2020.0,84.0,2017.0,67.0,2023.0,59.0,2023.0,53.0,2023.0,67.0,2023.0,40.0,2023.0,44.4,2000.0,346.0,2023.0,17.0,2023.0,10.2,2023.0,15.0,2023.0,0.515125513076782,2020.0,6.33523941040039,2020.0,11330.2687387422,2023.0,10.1,2023.0,42.4,2023.0,13.9,2023.0,5.1,2023.0,5.83442789642068,2021.0,14.3,2005.0,16.79805880469157,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LBY,2023,26.6,2019.0,29.4,2019.0,29.3,2023.0,10.5,2023.0,3.5,2022.0,57.0,2023.0,0.1,2023.0,,,,,7.82118,2020.0,,,73.0,2023.0,72.0,2023.0,73.0,2023.0,73.0,2023.0,73.0,2023.0,,,257.0,2023.0,31.7,2023.0,5.8,2023.0,59.0,2023.0,,,,,12476.5974944083,2023.0,17.2,2023.0,35.1,2023.0,7.9,2022.0,4.3,2022.0,,,16.8,2005.0,,,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
YEM,2023,79.5,2019.0,57.5,2019.0,35.9,2023.0,47.7,2023.0,16.8,2022.0,38.0,2023.0,0.1,2023.0,38.85602932,2023.0,,,,,32.4,2023.0,45.0,2023.0,39.0,2023.0,46.0,2023.0,45.0,2023.0,48.0,2023.0,25.3,2013.0,49755.0,2023.0,39.5,2023.0,21.3,2023.0,118.0,2023.0,0.372784405946732,2020.0,4.17876148223877,2020.0,,,,,73.0,2023.0,48.5,2022.0,40.7,2022.0,27.77246369788719,2021.0,23.4,2005.0,44.58140113725084,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LAO,2023,41.4,2019.0,47.0,2019.0,28.5,2023.0,30.2,2023.0,10.7,2023.0,132.0,2023.0,0.4,2023.0,0.286081711,2023.0,16.7,2020.0,8.51857,2020.0,70.0,2023.0,69.0,2023.0,69.0,2023.0,74.0,2023.0,67.0,2023.0,0.0,2023.0,42.3,2012.0,2.0,2023.0,30.5,2023.0,13.6,2023.0,112.0,2023.0,0.456665337085724,2020.0,6.25232076644897,2020.0,8372.15591874407,2023.0,5.6,2023.0,35.6,2023.0,32.8,2023.0,24.3,2023.0,0.03981613738741,2021.0,14.8,2005.0,5.29213895631218,2021.0,,,no_program,no_program,False,False,0.0,Western Pacific,WPR,Lao PDR,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BOL,2023,36.9,2019.0,33.7,2019.0,24.9,2023.0,12.0,2023.0,2.0,2016.0,105.0,2023.0,0.4,2023.0,2.509538135,2023.0,7.9,2020.0,,,82.1,2023.0,68.0,2023.0,50.0,2023.0,67.0,2023.0,68.0,2023.0,70.0,2023.0,22.3,2012.0,0.0,2023.0,16.4,2023.0,7.7,2023.0,146.0,2023.0,,,,,11616.1575595159,2023.0,,,,,16.1,2016.0,3.4,2016.0,16.89793727335341,2021.0,11.1,2005.0,40.48572878614716,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Bolivia,Latin America & Caribbean ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
FRA,2023,14.7,2019.0,16.2,2019.0,13.1,2023.0,,,,,8.3,2023.0,0.3,2023.0,,,7.4,2020.0,7.15305,2020.0,99.2,2016.0,95.0,2023.0,93.0,2023.0,96.0,2023.0,96.0,2023.0,0.0,2023.0,,,117.0,2023.0,4.3,2023.0,2.8,2023.0,7.0,2023.0,0.762737214565277,2020.0,11.268723487854,2020.0,54296.7230897731,2023.0,2.7,2023.0,8.4,2023.0,,,,,0.15727977973263,2021.0,3.9,2005.0,11.75591386766176,2021.0,,,no_program,no_program,False,False,0.0,Europe,EUR,France,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
FSM,2023,36.7,2019.0,35.3,2019.0,21.8,2023.0,,,,,397.0,2023.0,,,,,,,,,,,86.0,2023.0,59.0,2023.0,79.0,2023.0,73.0,2023.0,35.0,2023.0,,,1.0,2023.0,23.1,2023.0,12.0,2023.0,129.0,2023.0,0.505966544151306,2020.0,7.18635177612305,2020.0,3814.72009332148,2023.0,,,,,,,,,20.39875917278566,2021.0,10.8,2005.0,45.150994818404946,2021.0,,,,,,,,Western Pacific,WPR,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LKA,2023,25.1,2019.0,34.6,2019.0,20.9,2023.0,10.6,2023.0,10.0,2023.0,57.0,2023.0,0.1,2023.0,0.0,2023.0,18.0,2020.0,7.79586,2020.0,92.5,2007.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,51.1,2007.0,810.0,2023.0,6.1,2023.0,4.1,2023.0,18.0,2023.0,0.598324298858643,2020.0,8.46218395233154,2020.0,13024.9404319855,2023.0,1.1,2023.0,11.2,2023.0,10.3,2023.0,17.1,2023.0,10.32246322328044,2021.0,45.7,2005.0,44.60028923014641,2021.0,,,voluntary,no_program,False,True,20.0,South-East Asia,SEAR,Sri Lanka,South Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
FRO,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71807.3137035442,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Faroe Islands,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TZA,2023,56.1,2019.0,48.1,2019.0,46.6,2023.0,27.4,2023.0,3.1,2022.0,183.0,2023.0,3.7,2023.0,138.4507573,2023.0,9.7,2020.0,8.38978,2020.0,65.1,2022.0,84.0,2023.0,74.0,2023.0,83.0,2023.0,82.0,2023.0,81.0,2023.0,44.8,2016.0,2887.0,2023.0,38.5,2023.0,20.6,2023.0,276.0,2023.0,0.389834702014923,2020.0,4.48491764068604,2020.0,3620.79345703125,2023.0,24.4,2023.0,58.0,2023.0,30.0,2022.0,11.4,2022.0,2.70195919482786,2021.0,34.1,2005.0,41.31770014978574,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Tanzania,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LSO,2023,51.4,2019.0,33.5,2019.0,35.8,2023.0,37.7,2023.0,2.1,2018.0,584.0,2023.0,18.0,2023.0,,,14.4,2020.0,,,76.6,2018.0,76.0,2023.0,72.0,2023.0,90.0,2023.0,90.0,2023.0,83.0,2023.0,53.4,2014.0,17.0,2023.0,61.3,2023.0,29.1,2023.0,478.0,2023.0,0.400392591953278,2020.0,6.31405115127563,2020.0,2595.82951058542,2023.0,24.7,2023.0,59.9,2023.0,34.6,2018.0,10.5,2018.0,11.69700539955699,2021.0,38.3,2005.0,17.3235781226654,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Lesotho,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LTE,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32457678981666,2023.0,4.83105273803801,2023.0,30.0,2023.0,,,,,23800.7463665794,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BLZ,2023,20.2,2019.0,21.2,2019.0,26.8,2023.0,12.8,2023.0,1.8,2015.0,34.0,2023.0,1.2,2023.0,0.0,2023.0,11.6,2020.0,,,92.6,2016.0,93.0,2023.0,88.0,2023.0,85.0,2023.0,0.0,2023.0,0.0,2023.0,55.2,2016.0,0.0,2023.0,12.8,2023.0,9.3,2023.0,67.0,2023.0,,,,,12371.0086545348,2023.0,5.9,2021.0,45.5,2021.0,15.0,2015.0,4.6,2015.0,,,13.6,2005.0,,,,,,,,,,Americas,AMR,Belize,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BMU,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,103052.348367859,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Bermuda,North America,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LCA,2023,22.5,2019.0,19.1,2019.0,19.9,2023.0,2.5,2023.0,3.7,2012.0,1.1,2023.0,0.4,2023.0,,,16.3,2020.0,,,90.0,2022.0,85.0,2023.0,83.0,2023.0,74.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,17.5,2023.0,11.4,2023.0,44.0,2023.0,0.602564752101898,2020.0,8.4803295135498,2020.0,23403.7440265988,2023.0,4.5,2017.0,22.2,2017.0,,,,,2.74560684625415,2021.0,5.3,2005.0,21.763222038703912,2021.0,,,,,,,,Americas,AMR,St. Lucia,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GBR,2023,15.5,2019.0,16.5,2019.0,14.3,2023.0,3.8,2023.0,0.4,2019.0,8.6,2023.0,0.2,2023.0,,,6.8,2020.0,8.04747,2020.0,,,90.0,2023.0,85.0,2023.0,92.0,2023.0,89.0,2023.0,90.0,2023.0,,,493.0,2023.0,4.6,2023.0,3.0,2023.0,8.0,2023.0,0.782942950725555,2020.0,11.5380058288574,2020.0,52592.6822066393,2023.0,3.3,2023.0,6.9,2023.0,2.0,2019.0,0.6,2019.0,2.52062377892084,2021.0,4.6,2005.0,37.0226908067934,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,United Kingdom,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
GEO,2023,24.6,2019.0,28.0,2019.0,30.2,2023.0,4.8,2023.0,0.6,2018.0,51.0,2023.0,0.4,2023.0,0.0,2023.0,7.4,2020.0,7.79653,2020.0,86.7,2021.0,95.0,2023.0,86.0,2023.0,88.0,2023.0,86.0,2023.0,74.0,2023.0,40.0,2005.0,39.0,2023.0,8.8,2023.0,5.1,2023.0,20.0,2023.0,0.568925797939301,2020.0,8.27399158477783,2020.0,22590.5293649146,2023.0,6.2,2023.0,26.6,2023.0,5.8,2018.0,2.1,2018.0,,,23.6,2005.0,,,,,voluntary,no_program,False,True,20.0,Europe,EUR,Georgia,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KEN,2023,42.8,2019.0,40.3,2019.0,39.8,2023.0,20.2,2023.0,4.5,2022.0,214.0,2023.0,3.2,2023.0,73.77391808,2023.0,10.0,2020.0,8.75719,2020.0,66.0,2022.0,91.0,2023.0,76.0,2023.0,93.0,2023.0,91.0,2023.0,71.0,2023.0,53.8,2014.0,896.0,2023.0,39.6,2023.0,21.1,2023.0,149.0,2023.0,0.546752512454987,2020.0,8.46923923492432,2020.0,5691.82513474417,2023.0,28.1,2023.0,73.9,2023.0,17.6,2022.0,9.8,2022.0,0.0721809862537199,2021.0,25.3,2005.0,15.39258558108923,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Kenya,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
UZB,2023,21.9,2019.0,34.8,2019.0,30.0,2023.0,7.3,2023.0,2.4,2021.0,54.0,2023.0,,,0.0,2023.0,5.8,2020.0,,,89.5,2022.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,89.0,2023.0,27.8,2006.0,1176.0,2023.0,13.7,2023.0,7.8,2023.0,26.0,2023.0,0.622805714607239,2020.0,9.13336372375488,2020.0,10007.685502618,2023.0,5.2,2023.0,24.4,2023.0,6.5,2021.0,1.8,2021.0,,,8.8,2005.0,,,,,mandatory,no_program,True,True,75.0,Europe,EUR,Uzbekistan,Europe & Central Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KGZ,2023,33.4,2019.0,36.3,2019.0,32.9,2023.0,11.8,2023.0,3.0,2023.0,131.0,2023.0,0.3,2023.0,0.0,2020.0,6.0,2020.0,,,94.4,2023.0,96.0,2023.0,93.0,2023.0,86.0,2023.0,91.0,2023.0,87.0,2023.0,33.4,2014.0,7046.0,2023.0,17.0,2023.0,10.9,2023.0,42.0,2023.0,0.596617102622986,2020.0,8.65210056304932,2020.0,6575.77541290499,2023.0,1.1,2022.0,7.0,2022.0,14.1,2023.0,2.9,2023.0,0.01999298727772,2021.0,6.0,2005.0,10.749731015084947,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Kyrgyz Republic,Europe & Central Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CHN,2023,18.8,2019.0,18.5,2019.0,14.2,2023.0,4.9,2023.0,1.9,2017.0,52.0,2023.0,,,0.0,2022.0,5.0,2020.0,6.14907,2020.0,,,95.0,2023.0,95.0,2023.0,96.0,2023.0,0.0,2023.0,0.0,2023.0,,,621.0,2023.0,6.1,2023.0,2.8,2023.0,16.0,2023.0,0.65310263633728,2020.0,9.27002716064453,2020.0,22687.0758723942,2023.0,,,,,4.8,2017.0,,,28.898338114518417,2021.0,7.5,2005.0,26.8025066204567,2021.0,,,,,,,,Western Pacific,WPR,China,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KHM,2023,49.0,2019.0,51.5,2019.0,41.0,2023.0,20.8,2023.0,9.6,2021.0,276.0,2023.0,0.5,2023.0,0.110608269,2023.0,11.4,2020.0,6.20836,2020.0,86.1,2022.0,79.0,2023.0,64.0,2023.0,84.0,2023.0,82.0,2023.0,0.0,2023.0,35.2,2014.0,11.0,2023.0,19.1,2023.0,9.9,2023.0,137.0,2023.0,0.491589874029159,2020.0,6.84398031234741,2020.0,6695.29194763723,2023.0,3.6,2023.0,40.0,2023.0,21.9,2021.0,16.3,2021.0,2.03005824040123,2021.0,16.4,2005.0,22.60409853041741,2021.0,,,voluntary,no_program,False,True,20.0,Western Pacific,WPR,Cambodia,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KAZ,2023,23.0,2019.0,31.4,2019.0,32.3,2023.0,4.6,2023.0,3.1,2015.0,49.0,2023.0,0.3,2023.0,0.0,2019.0,5.3,2020.0,5.4843,2020.0,95.3,2015.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,98.0,2023.0,0.0,2023.0,61.8,2011.0,15111.0,2023.0,9.6,2023.0,4.3,2023.0,10.0,2023.0,0.628506422042847,2020.0,9.12743663787842,2020.0,34703.2349286604,2023.0,0.6,2023.0,2.0,2023.0,8.0,2015.0,2.0,2015.0,0.27916246602281,2021.0,4.9,2005.0,12.50675560999081,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Kazakhstan,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BRB,2023,20.0,2019.0,19.5,2019.0,20.1,2023.0,6.5,2023.0,6.8,2012.0,0.71,2023.0,1.1,2023.0,,,,,,,100.0,2023.0,89.0,2023.0,76.0,2023.0,85.0,2023.0,86.0,2023.0,0.0,2023.0,,,0.0,2023.0,10.1,2023.0,6.8,2023.0,35.0,2023.0,,,,,21318.6724772626,2023.0,7.4,2022.0,31.1,2022.0,,,,,1.81459549687305,2021.0,9.3,2005.0,23.61141320292267,2021.0,,,,,,,,Americas,AMR,Barbados,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
UGA,2023,51.7,2019.0,38.9,2019.0,26.4,2023.0,26.0,2023.0,3.2,2022.0,198.0,2023.0,5.2,2023.0,267.5743421,2023.0,,,9.95394,2020.0,67.8,2022.0,90.0,2023.0,21.0,2023.0,91.0,2023.0,91.0,2023.0,86.0,2023.0,46.7,2016.0,399.0,2023.0,49.4,2023.0,21.5,2023.0,170.0,2023.0,0.384176582098007,2020.0,4.33587217330933,2020.0,2791.05576885861,2023.0,14.9,2023.0,54.6,2023.0,24.4,2022.0,9.7,2022.0,9.05549112522887,2021.0,20.5,2005.0,45.457587701893,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Uganda,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KOR,2023,15.0,2019.0,14.7,2019.0,15.7,2023.0,1.6,2023.0,0.2,2020.0,38.0,2023.0,,,0.182751212,2023.0,7.5,2020.0,8.36228,2020.0,99.8,2018.0,97.0,2023.0,96.0,2023.0,98.0,2023.0,97.0,2023.0,0.0,2023.0,,,7.0,2023.0,2.9,2023.0,1.2,2023.0,4.0,2023.0,0.798776268959045,2020.0,11.684027671814,2020.0,54029.3434990785,2023.0,1.1,2023.0,5.4,2023.0,0.9,2020.0,0.4,2020.0,0.57490671454771,2021.0,13.0,2005.0,18.94779796662336,2021.0,,,,,,,,Western Pacific,WPR,"Korea, Rep.",East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KWT,2023,19.8,2019.0,23.7,2019.0,27.6,2023.0,5.0,2023.0,3.5,2023.0,11.0,2023.0,0.1,2023.0,,,14.4,2020.0,,,88.5,1996.0,99.0,2023.0,91.0,2023.0,99.0,2023.0,99.0,2023.0,88.0,2023.0,,,6.0,2023.0,8.4,2023.0,4.6,2023.0,8.0,2023.0,0.562588036060333,2020.0,7.38203382492065,2020.0,47777.4012284844,2023.0,3.4,2023.0,8.4,2023.0,3.2,2023.0,2.8,2023.0,0.05986632221998,2021.0,15.4,2005.0,18.027209669351528,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
KIR,2023,49.4,2019.0,41.7,2019.0,26.9,2023.0,13.8,2023.0,3.5,2018.0,908.0,2023.0,,,,,9.0,2020.0,,,67.0,2019.0,79.0,2023.0,47.0,2023.0,90.0,2023.0,91.0,2023.0,92.0,2023.0,61.5,2009.0,1.0,2021.0,54.5,2023.0,22.2,2023.0,80.0,2023.0,0.492592930793762,2020.0,7.38194513320923,2020.0,3140.58326370439,2023.0,5.8,2023.0,42.9,2023.0,15.2,2018.0,6.9,2018.0,0.04622321485295,2021.0,20.9,2005.0,15.69455761502028,2021.0,,,,,,,,Western Pacific,WPR,Kiribati,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
