iso3,year,anaemia_children_pct,anaemia_children_pct_year,anaemia_pregnant_women_pct,anaemia_pregnant_women_pct_year,anaemia_women_repro_pct,anaemia_women_repro_pct_year,stunting_pct_who,stunting_pct_who_year,wasting_pct,wasting_pct_year,tb_incidence_per100k,tb_incidence_per100k_year,hiv_prevalence_pct,hiv_prevalence_pct_year,malaria_incidence_per1000,malaria_incidence_per1000_year,low_birthweight_pct,low_birthweight_pct_year,preterm_birth_rate_pct,preterm_birth_rate_pct_year,anc4_coverage_pct,anc4_coverage_pct_year,mcv1_coverage_pct,mcv1_coverage_pct_year,mcv2_coverage_pct,mcv2_coverage_pct_year,dtp3_coverage_pct,dtp3_coverage_pct_year,pcv3_coverage_pct,pcv3_coverage_pct_year,rotac_coverage_pct,rotac_coverage_pct_year,ors_coverage_pct,ors_coverage_pct_year,measles_reported_cases,measles_reported_cases_year,u5_mortality_per1000,u5_mortality_per1000_year,neonatal_mortality_per1000,neonatal_mortality_per1000_year,maternal_mortality_per100k,maternal_mortality_per100k_year,hci_score,hci_score_year,hci_learning_years,hci_learning_years_year,gdp_per_capita_ppp,gdp_per_capita_ppp_year,severe_food_insecurity_pct,severe_food_insecurity_pct_year,food_insecurity_mod_sev_pct,food_insecurity_mod_sev_pct_year,stunting_pct,stunting_pct_year,underweight_pct,underweight_pct_year,vitamin_a_deficiency_pct,vitamin_a_deficiency_pct_year,zinc_deficiency_pct,zinc_deficiency_pct_year,iron_deficiency_pct,iron_deficiency_pct_year,iodine_deficiency_pct,iodine_deficiency_pct_year,wheat_flour_legislation,maize_flour_legislation,lsff_any_mandatory,lsff_any_program,lsff_coverage_proxy_pct,who_region,who_region_code,country_name,region,income_level,folate_deficiency_pct,iron_intake_mg_per_day,iron_intake_inadequate_pct,folate_intake_ug_per_day,folate_intake_inadequate_pct,vita_intake_ug_per_day,vita_intake_inadequate_pct,mdd_w_pct,mdd_c_pct,iron_deficiency_pct_source,vitamin_a_deficiency_pct_source
LUX,2023,11.7,2019.0,15.0,2019.0,15.5,2023.0,,,,,7.6,2023.0,0.3,2023.0,,,7.7,2020.0,8.50933,2020.0,97.6,2021.0,99.0,2023.0,94.0,2023.0,99.0,2023.0,97.0,2023.0,89.0,2023.0,,,0.0,2023.0,2.2,2023.0,1.5,2023.0,11.0,2023.0,0.686146140098572,2020.0,9.79557704925537,2020.0,130048.92038753,2023.0,0.6,2023.0,2.6,2023.0,,,,,,,3.6,2005.0,,,,,,,,,,Europe,EUR,Luxembourg,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CIV,2023,72.2,2019.0,54.4,2019.0,50.8,2023.0,18.5,2023.0,8.1,2021.0,103.0,2023.0,1.8,2023.0,269.2543208,2023.0,18.3,2020.0,11.72555,2020.0,56.3,2021.0,70.0,2023.0,31.0,2023.0,79.0,2023.0,79.0,2023.0,77.0,2023.0,16.5,2016.0,1361.0,2023.0,66.5,2023.0,27.9,2023.0,359.0,2023.0,0.379889339208603,2020.0,4.81159114837646,2020.0,6520.89886460031,2023.0,8.4,2023.0,38.4,2023.0,23.4,2021.0,13.6,2021.0,4.83456126362168,2021.0,33.4,2005.0,27.422551934865407,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BHS,2023,17.9,2019.0,16.8,2019.0,18.8,2023.0,,,,,8.8,2023.0,1.1,2023.0,,,15.4,2020.0,,,91.9,2022.0,86.0,2023.0,53.0,2023.0,87.0,2023.0,81.0,2023.0,81.0,2023.0,,,0.0,2023.0,12.7,2023.0,9.2,2023.0,76.0,2023.0,,,,,35221.2696932313,2023.0,3.4,2022.0,17.2,2022.0,,,,,12.041441521529327,2021.0,5.7,2005.0,25.2736319257669,2021.0,,,,,,,,Americas,AMR,"Bahamas, The",Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MDV,2023,37.8,2019.0,49.3,2019.0,41.3,2023.0,14.0,2023.0,9.1,2017.0,36.0,2023.0,0.1,2023.0,,,13.7,2020.0,9.84193,2020.0,81.6,2017.0,99.0,2023.0,99.0,2023.0,98.0,2023.0,0.0,2023.0,0.0,2023.0,57.0,2009.0,5.0,2023.0,5.7,2023.0,3.9,2023.0,32.0,2023.0,,,,,22333.0477138175,2023.0,2.2,2022.0,13.4,2022.0,15.3,2017.0,14.8,2017.0,1.6878320899387698,2021.0,14.4,2005.0,22.89331422022298,2021.0,,,,,,,,South-East Asia,SEAR,Maldives,South Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
EUU,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86580979903847,2023.0,2.30864592683349,2023.0,5.0,2023.0,,,,,53869.324634409,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ETH,2023,52.1,2019.0,29.0,2019.0,26.2,2023.0,33.0,2023.0,6.8,2019.0,143.0,2023.0,0.7,2023.0,109.2392957,2023.0,,,12.90827,2020.0,43.0,2019.0,68.0,2023.0,53.0,2023.0,70.0,2023.0,70.0,2023.0,68.0,2023.0,29.5,2016.0,24038.0,2023.0,51.5,2023.0,25.9,2023.0,195.0,2023.0,0.382784843444824,2020.0,4.34911251068115,2020.0,2757.95923634026,2023.0,19.0,2023.0,61.4,2023.0,36.8,2019.0,21.2,2019.0,0.3739193108364599,2021.0,11.0,2005.0,17.27103831402263,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Ethiopia,Sub-Saharan Africa ,Not classified,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MEX,2023,21.7,2019.0,20.2,2019.0,12.7,2023.0,12.9,2023.0,1.0,2022.0,28.0,2023.0,0.4,2023.0,0.015997196,2023.0,10.2,2020.0,7.04415,2020.0,89.6,2022.0,76.0,2023.0,74.0,2023.0,85.0,2023.0,78.0,2023.0,80.0,2023.0,61.4,2015.0,0.0,2023.0,13.4,2023.0,8.5,2023.0,42.0,2023.0,0.612949848175049,2020.0,8.82425403594971,2020.0,21917.24858366,2023.0,2.9,2023.0,19.3,2023.0,12.5,2022.0,4.2,2022.0,5.32955995287301,2021.0,16.9,2005.0,28.885364547408283,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Mexico,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TUV,2023,41.9,2019.0,34.0,2019.0,23.0,2023.0,5.8,2023.0,2.8,2019.0,163.0,2023.0,0.4,2023.0,,,,,,,60.3,2020.0,98.0,2023.0,98.0,2023.0,94.0,2023.0,98.0,2023.0,94.0,2023.0,43.5,2007.0,0.0,2019.0,19.8,2023.0,8.9,2023.0,170.0,2023.0,0.447577118873596,2020.0,5.99778366088867,2020.0,5812.39924537753,2023.0,,,,,5.7,2019.0,2.9,2019.0,14.696798847698611,2021.0,,,33.63482089803464,2021.0,,,,,,,,Western Pacific,WPR,Tuvalu,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MDG,2023,49.5,2019.0,39.3,2019.0,39.3,2023.0,41.2,2023.0,7.2,2021.0,220.0,2023.0,0.4,2023.0,200.0243173,2023.0,18.7,2020.0,,,59.9,2021.0,51.0,2023.0,47.0,2023.0,65.0,2023.0,64.0,2023.0,62.0,2023.0,14.6,2013.0,355.0,2023.0,63.6,2023.0,23.3,2023.0,445.0,2023.0,0.391991019248962,2020.0,4.71344089508057,2020.0,1629.46097248642,2023.0,17.8,2023.0,72.6,2023.0,39.8,2021.0,22.6,2021.0,,,16.0,2005.0,,,,,mandatory,no_program,True,True,75.0,Africa,AFR,Madagascar,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DZA,2023,34.3,2019.0,33.1,2019.0,31.6,2023.0,8.9,2023.0,2.7,2019.0,55.0,2023.0,0.1,2023.0,0.0,2023.0,7.2,2020.0,,,69.8,2019.0,99.0,2023.0,93.0,2023.0,92.0,2023.0,89.0,2023.0,0.0,2023.0,25.3,2013.0,203.0,2023.0,22.0,2023.0,15.3,2023.0,62.0,2023.0,0.534556448459625,2020.0,7.091552734375,2020.0,15159.3242373415,2023.0,4.9,2023.0,17.6,2023.0,9.8,2019.0,2.7,2019.0,2.0001875258913797,2021.0,16.6,2005.0,8.14960204031421,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TTO,2023,22.9,2019.0,19.4,2019.0,22.0,2023.0,7.7,2023.0,6.4,2011.0,25.0,2023.0,,,,,16.3,2020.0,,,93.8,2022.0,90.0,2023.0,91.0,2023.0,96.0,2023.0,94.0,2023.0,0.0,2023.0,45.4,2011.0,0.0,2023.0,19.3,2023.0,13.0,2023.0,54.0,2023.0,0.603487730026245,2020.0,9.11580753326416,2020.0,31196.603554718,2023.0,6.9,2023.0,27.6,2023.0,,,,,5.86059133762814,2021.0,19.3,2005.0,56.12726668001359,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Trinidad and Tobago,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NPL,2023,44.6,2019.0,42.5,2019.0,33.2,2023.0,25.3,2023.0,7.0,2022.0,231.0,2023.0,0.1,2023.0,0.001739383,2023.0,19.7,2020.0,11.19572,2020.0,80.5,2022.0,93.0,2023.0,89.0,2023.0,94.0,2023.0,88.0,2023.0,92.0,2023.0,37.0,2016.0,963.0,2023.0,26.1,2023.0,15.8,2023.0,142.0,2023.0,0.504601776599884,2020.0,7.22666120529175,2020.0,4861.23030387639,2023.0,12.8,2023.0,36.6,2023.0,24.8,2022.0,18.3,2022.0,6.669152050511901,2021.0,23.7,2005.0,24.9822610887019,2021.0,,,voluntary,no_program,False,True,20.0,South-East Asia,SEAR,Nepal,South Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NRU,2023,41.8,2019.0,35.9,2019.0,22.3,2023.0,16.0,2023.0,1.3,2023.0,152.0,2023.0,,,,,,,,,50.7,2023.0,98.0,2023.0,99.0,2023.0,99.0,2023.0,97.0,2023.0,97.0,2023.0,23.3,2007.0,0.0,2019.0,8.7,2023.0,4.7,2023.0,273.0,2023.0,,,,,12372.5209531064,2023.0,9.2,2022.0,29.9,2022.0,15.7,2023.0,3.8,2023.0,3.92550606867588,2021.0,,,32.57307665841186,2021.0,,,,,,,,Western Pacific,WPR,Nauru,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NZL,2023,15.3,2019.0,16.1,2019.0,13.3,2023.0,,,,,6.7,2023.0,0.1,2023.0,,,5.9,2020.0,7.52659,2020.0,81.1,2020.0,89.0,2023.0,84.0,2023.0,88.0,2023.0,73.0,2023.0,83.0,2023.0,,,0.0,2022.0,4.9,2023.0,2.7,2023.0,7.0,2023.0,0.775932431221008,2020.0,11.3902349472046,2020.0,49508.2697230172,2023.0,4.3,2023.0,17.3,2023.0,,,,,1.78923131323147,2021.0,4.4,2005.0,26.26479840703051,2021.0,,,mandatory,no_program,True,True,75.0,Western Pacific,WPR,New Zealand,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
OMN,2023,24.3,2019.0,30.2,2019.0,35.6,2023.0,14.1,2023.0,9.3,2017.0,14.0,2023.0,0.1,2023.0,0.0,2023.0,13.2,2020.0,,,73.9,2019.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,58.7,2014.0,25.0,2023.0,10.4,2023.0,5.6,2023.0,13.0,2023.0,0.608116269111633,2020.0,8.64499092102051,2020.0,37793.6164427762,2023.0,,,,,11.4,2017.0,11.2,2017.0,1.93364618962762,2021.0,21.2,2005.0,18.4008418712237,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NLD,2023,15.5,2019.0,17.2,2019.0,16.5,2023.0,1.8,2023.0,1.0,2009.0,4.5,2023.0,0.1,2023.0,,,5.7,2020.0,6.75395,2020.0,,,89.0,2023.0,81.0,2023.0,92.0,2023.0,88.0,2023.0,0.0,2023.0,,,7.0,2023.0,3.9,2023.0,2.6,2023.0,4.0,2023.0,0.789915025234222,2020.0,11.5390224456787,2020.0,70198.9297909022,2023.0,2.7,2023.0,7.5,2023.0,,,,,9.76847470180919,2021.0,5.0,2005.0,21.294352390762487,2021.0,,,,,,,,Europe,EUR,Netherlands,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
COD,2023,64.9,2019.0,46.5,2019.0,45.1,2023.0,46.6,2023.0,7.2,2023.0,385.0,2023.0,0.8,2023.0,325.2947774,2023.0,10.2,2020.0,12.40429,2020.0,56.0,2020.0,52.0,2023.0,18.0,2023.0,60.0,2023.0,59.0,2023.0,52.0,2023.0,39.1,2014.0,311500.0,2023.0,91.3,2023.0,23.9,2023.0,427.0,2023.0,0.366369277238846,2020.0,4.53227567672729,2020.0,1559.33806475859,2023.0,42.5,2023.0,81.5,2023.0,44.7,2023.0,25.0,2023.0,,,54.3,2005.0,,,,,voluntary,no_program,False,True,20.0,Africa,AFR,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NOR,2023,13.5,2019.0,16.7,2019.0,16.3,2023.0,,,,,2.8,2023.0,0.1,2023.0,,,4.4,2020.0,5.53248,2020.0,,,96.0,2023.0,94.0,2023.0,96.0,2023.0,95.0,2023.0,95.0,2023.0,,,2.0,2023.0,2.4,2023.0,1.4,2023.0,1.0,2023.0,0.771051168441772,2020.0,11.2338733673096,2020.0,90085.4382059786,2023.0,1.6,2023.0,7.8,2023.0,,,,,4.48729397448842,2021.0,6.2,2005.0,26.91638689421688,2021.0,,,,,,,,Europe,EUR,Norway,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BEL,2023,17.4,2019.0,16.2,2019.0,15.1,2023.0,2.9,2023.0,0.8,2023.0,2.5,2023.0,0.2,2023.0,,,6.8,2020.0,8.21445,2020.0,,,96.0,2023.0,82.0,2023.0,98.0,2023.0,94.0,2023.0,86.0,2023.0,,,67.0,2023.0,3.7,2023.0,2.2,2023.0,4.0,2023.0,0.76041966676712,2020.0,11.1832885742188,2020.0,63095.4017281289,2023.0,2.4,2023.0,8.1,2023.0,1.9,2023.0,0.3,2023.0,7.738635023155551,2021.0,6.8,2005.0,20.63392681154406,2021.0,,,,,,,,Europe,EUR,Belgium,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PAN,2023,16.0,2019.0,22.6,2019.0,25.4,2023.0,15.2,2023.0,1.1,2019.0,61.0,2023.0,1.1,2023.0,3.175035684,2023.0,10.3,2020.0,,,88.2,2020.0,88.0,2023.0,77.0,2023.0,71.0,2023.0,77.0,2023.0,85.0,2023.0,52.4,2013.0,0.0,2022.0,15.1,2023.0,6.1,2023.0,37.0,2023.0,0.501601994037628,2020.0,6.48086738586426,2020.0,35872.9506479276,2023.0,,,,,15.9,2019.0,2.9,2019.0,,,15.1,2005.0,,,,,mandatory,no_program,True,True,75.0,Americas,AMR,Panama,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PER,2023,29.6,2019.0,27.1,2019.0,28.8,2023.0,10.7,2023.0,0.6,2023.0,149.0,2023.0,0.4,2023.0,2.188261009,2023.0,7.5,2020.0,6.6841,2020.0,95.3,2023.0,84.0,2023.0,66.0,2023.0,84.0,2023.0,80.0,2023.0,87.0,2023.0,32.0,2015.0,0.0,2023.0,13.3,2023.0,6.7,2023.0,51.0,2023.0,0.6051926612854,2020.0,8.63224697113037,2020.0,15327.5819994558,2023.0,14.5,2023.0,41.0,2023.0,11.5,2023.0,2.7,2023.0,,,16.7,2005.0,,,,,mandatory,no_program,True,True,75.0,Americas,AMR,Peru,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DNK,2023,14.5,2019.0,16.7,2019.0,17.0,2023.0,,,,,3.5,2023.0,0.1,2023.0,,,4.8,2020.0,5.97991,2020.0,,,95.0,2023.0,93.0,2023.0,97.0,2023.0,97.0,2023.0,0.0,2023.0,,,9.0,2023.0,3.9,2023.0,2.6,2023.0,4.0,2023.0,0.755094826221466,2020.0,11.0988283157349,2020.0,69379.22000847,2023.0,2.4,2023.0,6.9,2023.0,,,,,0.9357185992865,2021.0,6.2,2005.0,21.80998274076923,2021.0,,,,,,,,Europe,EUR,Denmark,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PHL,2023,13.5,2019.0,25.5,2019.0,24.0,2023.0,26.2,2023.0,5.4,2021.0,632.0,2023.0,0.3,2023.0,0.232524024,2023.0,21.1,2020.0,7.70099,2020.0,83.0,2022.0,81.0,2023.0,69.0,2023.0,89.0,2023.0,85.0,2023.0,0.0,2023.0,49.1,2013.0,2892.0,2023.0,27.0,2023.0,13.9,2023.0,84.0,2023.0,0.51596212387085,2020.0,7.49233388900757,2020.0,9898.53294588746,2023.0,3.0,2023.0,32.9,2023.0,26.7,2021.0,16.7,2021.0,,,9.9,2005.0,,,,,mandatory,no_program,True,True,75.0,Western Pacific,WPR,Philippines,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BDI,2023,58.0,2019.0,44.2,2019.0,44.7,2023.0,51.6,2023.0,4.7,2023.0,86.0,2023.0,0.8,2023.0,323.249095,2023.0,14.8,2020.0,,,36.1,2022.0,86.0,2023.0,80.0,2023.0,89.0,2023.0,88.0,2023.0,89.0,2023.0,35.6,2017.0,1684.0,2023.0,48.7,2023.0,19.4,2023.0,392.0,2023.0,0.386170625686646,2020.0,5.16467428207397,2020.0,1036.16712196238,2023.0,20.9,2023.0,70.8,2023.0,58.0,2023.0,28.0,2023.0,,,38.0,2005.0,,,,,no_program,no_program,False,False,0.0,Africa,AFR,Burundi,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DOM,2023,27.8,2019.0,27.5,2019.0,22.4,2023.0,6.3,2023.0,2.2,2019.0,50.0,2023.0,1.0,2023.0,0.040535212,2023.0,13.4,2020.0,,,92.6,2019.0,88.0,2023.0,70.0,2023.0,90.0,2023.0,86.0,2023.0,89.0,2023.0,47.5,2014.0,0.0,2023.0,31.5,2023.0,21.8,2023.0,124.0,2023.0,0.502766907215118,2020.0,6.55853319168091,2020.0,23282.4895071054,2023.0,17.9,2023.0,43.8,2023.0,6.7,2019.0,3.0,2019.0,2.99948520807124,2021.0,19.4,2005.0,28.349412732198648,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Dominican Republic,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PAK,2023,53.0,2019.0,44.0,2019.0,39.1,2023.0,34.6,2023.0,7.1,2018.0,267.0,2023.0,0.2,2023.0,17.60869649,2023.0,,,14.36478,2020.0,52.4,2019.0,84.0,2023.0,80.0,2023.0,86.0,2023.0,86.0,2023.0,90.0,2023.0,38.0,2013.0,17722.0,2023.0,57.8,2023.0,37.0,2023.0,155.0,2023.0,0.406070023775101,2020.0,5.0792350769043,2020.0,5418.7693189297,2023.0,10.1,2023.0,42.1,2023.0,37.6,2018.0,23.1,2018.0,2.59796419142738,2021.0,20.4,2005.0,17.601220661466797,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TUN,2023,30.4,2019.0,30.5,2019.0,27.7,2023.0,8.9,2023.0,2.1,2018.0,38.0,2023.0,0.1,2023.0,,,8.2,2020.0,8.69301,2020.0,78.6,2023.0,96.0,2023.0,97.0,2023.0,97.0,2023.0,97.0,2023.0,0.0,2023.0,65.1,2012.0,10.0,2023.0,12.9,2023.0,8.3,2023.0,36.0,2023.0,0.516809940338135,2020.0,6.49405193328857,2020.0,12650.9615158166,2023.0,9.6,2023.0,25.4,2023.0,8.4,2018.0,1.6,2018.0,10.80018895280208,2021.0,16.1,2005.0,55.3565097094895,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ZAF,2023,44.4,2019.0,30.8,2019.0,31.2,2023.0,26.5,2023.0,3.6,2017.0,427.0,2023.0,17.6,2023.0,0.837019584,2023.0,16.6,2020.0,12.96233,2020.0,75.5,2016.0,80.0,2023.0,84.0,2023.0,79.0,2023.0,83.0,2023.0,78.0,2023.0,51.4,2016.0,1033.0,2023.0,34.8,2023.0,12.2,2023.0,118.0,2023.0,0.425453394651413,2020.0,5.60340404510498,2020.0,13695.3755694076,2023.0,8.5,2023.0,20.7,2023.0,21.3,2017.0,4.9,2017.0,58.11022072245423,2021.0,20.0,2005.0,32.19583303768035,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,South Africa,Sub-Saharan Africa ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
BFA,2023,76.6,2019.0,55.3,2019.0,44.3,2023.0,17.6,2023.0,9.3,2021.0,58.0,2023.0,0.5,2023.0,353.4888665,2023.0,18.5,2020.0,,,72.1,2021.0,88.0,2023.0,65.0,2023.0,91.0,2023.0,91.0,2023.0,83.0,2023.0,39.5,2015.0,680.0,2023.0,77.4,2023.0,24.2,2023.0,242.0,2023.0,0.383691936731339,2020.0,4.53306150436401,2020.0,2486.20669812871,2023.0,7.3,2023.0,41.4,2023.0,21.1,2021.0,16.9,2021.0,31.439391293490537,2021.0,39.4,2005.0,17.17036673004181,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Burkina Faso,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MYS,2023,24.6,2019.0,31.0,2019.0,31.4,2023.0,23.7,2023.0,11.0,2022.0,97.0,2023.0,0.3,2023.0,0.0,2023.0,13.8,2020.0,,,98.1,2022.0,96.0,2023.0,95.0,2023.0,95.0,2023.0,95.0,2023.0,0.0,2023.0,,,2002.0,2023.0,8.3,2023.0,4.2,2023.0,26.0,2023.0,0.610976159572601,2020.0,8.88928508758545,2020.0,32857.6676600774,2023.0,5.8,2023.0,16.7,2023.0,21.2,2022.0,15.3,2022.0,0.67412454852447,2021.0,11.3,2005.0,26.85205868637888,2021.0,,,,,,,,Western Pacific,WPR,Malaysia,East Asia & Pacific,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ERI,2023,48.8,2019.0,40.8,2019.0,35.6,2023.0,51.2,2023.0,14.6,2010.0,149.0,2023.0,0.4,2023.0,63.38799483,2023.0,15.2,2020.0,,,57.4,2010.0,93.0,2023.0,85.0,2023.0,95.0,2023.0,95.0,2023.0,96.0,2023.0,43.4,2010.0,54.0,2023.0,35.4,2023.0,16.2,2023.0,291.0,2023.0,,,,,,,,,,,,,,,0.8051026241250301,2021.0,19.8,2005.0,14.09714440531028,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Eritrea,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ESP,2023,14.6,2019.0,19.2,2019.0,16.3,2023.0,,,,,9.7,2023.0,0.3,2023.0,,,9.6,2020.0,7.08677,2020.0,,,96.0,2023.0,92.0,2023.0,93.0,2023.0,92.0,2023.0,66.0,2023.0,,,15.0,2023.0,3.2,2023.0,1.7,2023.0,3.0,2023.0,0.728255033493042,2020.0,10.5146961212158,2020.0,47322.5937004504,2023.0,1.4,2023.0,6.5,2023.0,,,,,4.48994413215655,2021.0,5.4,2005.0,47.53809591195987,2021.0,,,no_program,no_program,False,False,0.0,Europe,EUR,Spain,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MSR,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MUS,2023,30.7,2019.0,27.7,2019.0,32.8,2023.0,6.9,2023.0,15.7,1995.0,12.0,2023.0,,,0.0,2021.0,18.7,2020.0,,,77.7,2014.0,96.0,2023.0,94.0,2023.0,96.0,2023.0,91.0,2023.0,65.0,2023.0,,,0.0,2023.0,15.4,2023.0,9.5,2023.0,66.0,2023.0,0.62185925245285,2020.0,9.40572452545166,2020.0,26635.0124048697,2023.0,12.2,2023.0,31.1,2023.0,,,,,3.793808016678,2021.0,16.3,2005.0,30.954365554783458,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Mauritius,Sub-Saharan Africa ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
MWI,2023,55.1,2019.0,39.3,2019.0,38.6,2023.0,30.2,2023.0,2.6,2020.0,119.0,2023.0,6.6,2023.0,291.0135392,2023.0,15.6,2020.0,14.51122,2020.0,50.5,2020.0,87.0,2023.0,65.0,2023.0,91.0,2023.0,91.0,2023.0,91.0,2023.0,64.7,2016.0,173.0,2023.0,49.6,2023.0,23.8,2023.0,225.0,2023.0,0.413240641355515,2020.0,5.50565242767334,2020.0,1649.29873234551,2023.0,55.6,2023.0,81.7,2023.0,35.5,2020.0,12.8,2020.0,1.51452962193222,2021.0,40.6,2005.0,32.38999290767721,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Malawi,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
NGA,2023,68.9,2019.0,55.9,2019.0,45.0,2023.0,31.2,2023.0,11.6,2021.0,219.0,2023.0,1.2,2023.0,298.9976001,2023.0,,,9.91566,2020.0,51.5,2021.0,54.0,2023.0,33.0,2023.0,67.0,2023.0,26.0,2023.0,53.0,2023.0,36.8,2017.0,20143.0,2023.0,116.8,2023.0,39.2,2023.0,993.0,2023.0,0.360609829425812,2020.0,5.03834247589111,2020.0,7843.83461990405,2023.0,24.3,2023.0,74.8,2023.0,33.8,2021.0,24.4,2021.0,31.3,2021.0,20.6,2005.0,20.7,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Nigeria,Sub-Saharan Africa ,Lower middle income,95.4,16.1,45.4,200.0,94.9,925.0,26.0,43.2,,Nigeria FCMS 2021,Nigeria FCMS 2021
BEN,2023,71.0,2019.0,58.1,2019.0,49.0,2023.0,35.5,2023.0,8.3,2021.0,42.0,2023.0,0.7,2023.0,361.2623993,2023.0,16.4,2020.0,6.92436,2020.0,52.6,2022.0,52.0,2023.0,0.0,2023.0,69.0,2023.0,70.0,2023.0,70.0,2023.0,25.4,2014.0,478.0,2023.0,77.2,2023.0,27.7,2023.0,518.0,2023.0,0.400290727615356,2020.0,5.66641664505005,2020.0,3721.21254814808,2023.0,15.0,2023.0,65.6,2023.0,34.1,2021.0,19.6,2021.0,5.7065356237056,2021.0,17.9,2005.0,35.158280975379306,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Benin,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
